CustomerID,Name,Region,State,City,JoinDate,PurchaDate,PerformanceScore,PreferredContactMethod
PO-18850,Patrick O'Brill,South,Florida,Hialeah,1/1/2020,11/2/2011,Low,SMS
SS-20875,Sung Shariari,West,Washington,Redmond,1/1/2020,12/14/2011,High,Email
RD-19720,Roger Demir,South,Florida,Daytona Beach,1/1/2020,7/20/2011,Medium,SMS
GZ-14470,Gary Zandusky,West,Arizona,Bullhead City,1/1/2020,8/5/2011,High,SMS
SN-20710,Steve Nguyen,West,California,Los Angeles,1/1/2020,5/6/2011,Low,SMS
DK-12895,Dana Kaydos,South,Tennessee,Franklin,1/1/2020,3/8/2012,Medium,Phone
VM-21835,Vivian Mathis,Central,Indiana,Portage,1/1/2020,3/22/2011,Medium,Email
GB-14575,Giulietta Baptist,South,Virginia,Arlington,1/1/2020,6/12/2012,Medium,Phone
ND-18370,Natalie DeCherney,West,California,San Francisco,1/1/2020,1/14/2011,Medium,Phone
MM-17260,Magdelene Morse,East,New York,New Rochelle,1/1/2020,5/28/2011,Medium,Phone
MV-17485,Mark Van Huff,West,Arizona,Mesa,1/1/2020,1/21/2011,Medium,Email
JL-15130,Jack Lebron,East,Ohio,Lancaster,1/1/2020,7/18/2011,High,Phone
AG-10330,Alex Grayson,West,California,Stockton,1/1/2020,8/4/2013,High,SMS
MD-17860,Michael Dominguez,South,North Carolina,Asheville,1/1/2020,12/2/2011,High,Phone
RO-19780,Rose O'Brian,South,Tennessee,Clarksville,1/1/2020,5/12/2012,Medium,Email
RR-19315,Ralph Ritter,Central,Illinois,Aurora,1/1/2020,11/15/2013,High,Phone
CP-12340,Christine Phan,East,Rhode Island,Warwick,1/1/2020,3/17/2011,Low,SMS
LL-16840,Lauren Leatherbury,South,Louisiana,Lafayette,1/1/2020,4/29/2011,Low,Email
NC-18340,Nat Carroll,Central,North Dakota,Fargo,1/1/2020,3/30/2011,Low,SMS
HA-14920,Helen Andreada,Central,Illinois,Chicago,1/1/2020,10/11/2011,High,Phone
MA-17995,Michelle Arnett,Central,Indiana,Lawrence,1/1/2020,9/20/2011,Medium,Phone
LH-16900,Lena Hernandez,Central,Indiana,Elkhart,1/1/2020,8/19/2011,Low,SMS
SB-20290,Sean Braxton,East,Ohio,Kent,1/1/2020,5/9/2011,Low,Email
BT-11305,Beth Thompson,West,California,San Gabriel,1/1/2020,4/25/2011,Medium,SMS
PS-18970,Paul Stevenson,South,Kentucky,Henderson,1/1/2020,4/15/2011,Medium,Phone
TB-21625,Trudy Brown,West,California,San Francisco,1/1/2020,8/6/2011,Low,SMS
RA-19915,Russell Applegate,Central,Illinois,Highland Park,1/1/2020,6/30/2011,High,Phone
BP-11095,Bart Pistole,West,California,San Francisco,1/1/2020,6/7/2011,Low,Phone
CD-11920,Carlos Daly,East,New York,New York City,1/1/2020,3/24/2011,High,SMS
KB-16585,Ken Black,Central,Texas,Dallas,1/1/2020,4/4/2011,High,SMS
SW-20245,Scot Wooten,East,Ohio,Springfield,1/1/2020,7/20/2011,High,Email
AH-10690,Anna Häberlin,West,California,San Diego,1/1/2020,4/2/2011,Low,SMS
JL-15835,John Lee,East,Pennsylvania,Philadelphia,1/1/2020,4/18/2011,High,Phone
GZ-14470,Gary Zandusky,East,Maryland,Columbia,1/1/2020,8/5/2011,Low,Email
RC-19825,Roy Collins,West,Colorado,Colorado Springs,1/1/2020,12/5/2011,Medium,Email
CL-12565,Clay Ludtke,East,New York,New York City,1/1/2020,3/4/2011,Medium,SMS
MW-18220,Mitch Webber,East,Pennsylvania,Philadelphia,1/1/2020,8/25/2011,Medium,SMS
BF-10975,Barbara Fisher,Central,Indiana,Columbus,1/1/2020,7/14/2011,Medium,Email
TB-21280,Toby Braunhardt,East,New York,New York City,1/1/2020,6/21/2011,Low,Phone
JB-15400,Jennifer Braxton,East,Massachusetts,Lawrence,1/1/2020,9/14/2011,Medium,Email
AH-10210,Alan Hwang,West,California,San Francisco,1/1/2020,11/29/2011,Medium,Email
KL-16645,Ken Lonsdale,Central,Michigan,Detroit,1/1/2020,7/25/2011,High,Email
MH-17455,Mark Hamilton,East,Ohio,Hamilton,1/1/2020,7/11/2011,High,SMS
EC-14050,Erin Creighton,East,Ohio,Columbus,1/1/2020,12/17/2011,High,Email
GH-14665,Greg Hansen,Central,Illinois,Chicago,1/1/2020,11/17/2012,High,Email
SC-20095,Sanjit Chand,South,Florida,Margate,1/1/2020,2/13/2011,Medium,Phone
TB-21355,Todd Boyes,South,Georgia,Sandy Springs,1/1/2020,1/25/2013,Medium,Phone
DW-13195,David Wiener,West,New Mexico,Albuquerque,1/1/2020,1/19/2011,High,Email
CL-12565,Clay Ludtke,Central,Oklahoma,Tulsa,1/1/2020,3/4/2011,Low,Phone
LT-17110,Liz Thompson,East,New Jersey,Orange,1/1/2020,6/1/2011,Medium,Email
AP-10915,Arthur Prichep,South,Kentucky,Henderson,1/1/2020,8/23/2011,Low,Email
CB-12415,Christy Brittain,Central,Illinois,Chicago,1/1/2020,11/5/2012,Low,Email
MT-17815,Meg Tillman,Central,Texas,Port Arthur,1/1/2020,11/6/2012,High,Email
DK-13375,Dennis Kane,Central,Michigan,Westland,1/1/2020,9/7/2011,High,Email
SR-20740,Steven Roelle,Central,Indiana,Bloomington,1/1/2020,2/21/2011,Medium,Phone
AA-10645,Anna Andreadi,West,California,San Francisco,1/1/2020,6/22/2011,High,Phone
AS-10630,Ann Steele,West,California,San Francisco,1/1/2020,8/1/2011,Low,Email
MC-17575,Matt Collins,West,California,San Jose,1/1/2020,12/2/2011,Medium,SMS
SE-20110,Sanjit Engle,West,Colorado,Denver,1/1/2020,4/11/2011,Medium,Phone
DS-13030,Darrin Sayre,West,Colorado,Aurora,1/1/2020,7/9/2011,High,Email
NS-18640,Noel Staavos,West,Idaho,Boise,1/1/2020,6/25/2011,High,Phone
DJ-13510,Don Jones,East,Pennsylvania,Philadelphia,1/1/2020,8/17/2011,Low,Phone
MG-17680,Maureen Gastineau,East,Ohio,Mentor,1/1/2020,10/22/2011,Low,Email
BD-11620,Brian DeCherney,Central,Oklahoma,Lawton,1/1/2020,6/30/2011,High,Email
XP-21865,Xylona Preis,West,California,Los Angeles,1/1/2020,1/21/2011,High,Email
JM-15250,Janet Martin,West,California,Los Angeles,1/1/2020,3/30/2013,Medium,Email
JK-15730,Joe Kamberova,East,Ohio,Columbus,1/1/2020,11/18/2011,High,Phone
CC-12670,Craig Carreira,West,California,Los Angeles,1/1/2020,12/23/2011,High,Phone
GW-14605,Giulietta Weimer,East,Pennsylvania,Philadelphia,1/1/2020,3/1/2011,Low,Email
GR-14560,Georgia Rosenberg,West,California,San Francisco,1/1/2020,11/19/2011,Medium,Phone
FM-14215,Filia McAdams,West,California,Bakersfield,1/1/2020,3/11/2011,Low,Phone
VS-21820,Vivek Sundaresam,West,California,Los Angeles,1/1/2020,1/8/2011,Low,Phone
KM-16225,Kalyca Meade,Central,Missouri,Springfield,1/1/2020,7/6/2012,High,Email
LP-17095,Liz Preis,West,Arizona,Phoenix,1/1/2020,6/7/2013,High,SMS
BG-11740,Bruce Geld,Central,Texas,Houston,1/1/2020,3/23/2011,High,Email
BW-11200,Ben Wallace,South,Virginia,Hampton,1/1/2020,8/12/2011,High,Email
PS-18970,Paul Stevenson,Central,Oklahoma,Tulsa,1/1/2020,4/15/2011,High,Phone
RB-19570,Rob Beeghly,West,Washington,Seattle,1/1/2020,4/29/2013,Medium,SMS
JW-16075,Julia West,West,California,San Francisco,1/1/2020,3/21/2012,Medium,Email
ND-18460,Neil Ducich,South,Florida,Jacksonville,1/1/2020,2/7/2011,Medium,Email
LC-16930,Linda Cazamias,Central,Indiana,Richmond,1/1/2020,2/21/2011,Low,Phone
BP-11095,Bart Pistole,West,Colorado,Louisville,1/1/2020,6/7/2011,High,Phone
RD-19720,Roger Demir,East,New York,New York City,1/1/2020,7/20/2011,High,SMS
BE-11335,Bill Eplett,East,New York,Rome,1/1/2020,1/15/2013,Medium,SMS
RS-19765,Roland Schwarz,East,Ohio,Marion,1/1/2020,4/7/2011,Medium,Phone
KC-16540,Kelly Collister,Central,Texas,Houston,1/1/2020,11/2/2012,Medium,Email
MB-17305,Maria Bertelson,East,New York,New York City,1/1/2020,8/8/2011,Medium,Phone
TN-21040,Tanja Norvell,West,California,Manteca,1/1/2020,10/10/2011,High,Phone
MC-18130,Mike Caudle,West,California,Los Angeles,1/1/2020,9/19/2011,Medium,SMS
VF-21715,Vicky Freymann,West,Washington,Seattle,1/1/2020,3/1/2011,Medium,SMS
ES-14080,Erin Smith,East,Rhode Island,Providence,1/1/2020,10/2/2011,Medium,SMS
MK-17905,Michael Kennedy,Central,Illinois,Chicago,1/1/2020,11/18/2011,High,Email
TM-21490,Tony Molinari,Central,Oklahoma,Oklahoma City,1/1/2020,3/31/2014,High,SMS
RL-19615,Rob Lucas,Central,Illinois,Chicago,1/1/2020,12/5/2011,High,Email
NM-18520,Neoma Murray,East,Connecticut,Manchester,1/1/2020,9/8/2012,Medium,Phone
EB-13930,Eric Barreto,Central,Wisconsin,La Crosse,1/1/2020,2/3/2011,High,SMS
SG-20470,Sheri Gordon,South,South Carolina,Florence,1/1/2020,7/26/2011,Low,Email
ND-18370,Natalie DeCherney,West,Arizona,Glendale,1/1/2020,1/14/2011,High,Email
CM-11815,Candace McMahon,Central,Texas,El Paso,1/1/2020,11/14/2011,Medium,Email
EB-13870,Emily Burns,Central,Texas,San Antonio,1/1/2020,5/5/2011,High,Phone
HM-14860,Harry Marie,West,California,Los Angeles,1/1/2020,7/21/2011,High,Email
SJ-20125,Sanjit Jacobs,South,Florida,Miramar,1/1/2020,9/22/2012,Medium,Phone
DM-12955,Dario Medina,West,Arizona,Mesa,1/1/2020,9/30/2011,Medium,SMS
MC-17575,Matt Collins,South,North Carolina,Fayetteville,1/1/2020,12/2/2011,Medium,Email
DB-13660,Duane Benoit,Central,Texas,Houston,1/1/2020,6/17/2011,Low,Email
NF-18595,Nicole Fjeld,West,California,San Jose,1/1/2020,4/19/2011,Low,Phone
NM-18445,Nathan Mautz,Central,Kansas,Wichita,1/1/2020,2/9/2011,Medium,Email
AB-10255,Alejandro Ballentine,West,California,Los Angeles,1/1/2020,7/22/2011,Medium,SMS
MG-17650,Matthew Grinstein,Central,Michigan,Jackson,1/1/2020,8/9/2011,Low,SMS
SE-20110,Sanjit Engle,West,Idaho,Lewiston,1/1/2020,4/11/2011,Low,Phone
AG-10765,Anthony Garverick,South,Virginia,Hampton,1/1/2020,9/17/2011,Low,SMS
AS-10045,Aaron Smayling,East,New York,New York City,1/1/2020,7/27/2011,Medium,Email
AR-10405,Allen Rosenblatt,South,Mississippi,Hattiesburg,1/1/2020,10/3/2011,High,Phone
AP-10720,Anne Pryor,East,Pennsylvania,Philadelphia,1/1/2020,3/3/2011,Medium,SMS
JB-16000,Joy Bell-,East,Pennsylvania,Philadelphia,1/1/2020,1/10/2013,Medium,SMS
TS-21430,Tom Stivers,West,California,Los Angeles,1/1/2020,7/30/2011,Medium,Phone
NL-18310,Nancy Lomonaco,West,California,Danville,1/1/2020,10/31/2011,Medium,Email
TC-21475,Tony Chapman,East,District of Columbia,Washington,1/1/2020,11/22/2011,Low,SMS
MG-17650,Matthew Grinstein,Central,Wisconsin,Milwaukee,1/1/2020,8/9/2011,Medium,Email
MG-17890,Michael Granlund,East,Maryland,Baltimore,1/1/2020,12/29/2011,High,Email
BF-11170,Ben Ferrer,South,North Carolina,Jacksonville,1/1/2020,4/13/2011,Medium,SMS
MS-17770,Maxwell Schwartz,East,New York,Rochester,1/1/2020,7/4/2011,High,Email
JE-15745,Joel Eaton,West,California,Oceanside,1/1/2020,6/22/2011,High,Phone
HG-14965,Henry Goldwyn,South,Mississippi,Gulfport,1/1/2020,9/20/2011,Low,Phone
EP-13915,Emily Phan,South,Florida,Jacksonville,1/1/2020,7/6/2011,Low,Phone
GH-14410,Gary Hansen,Central,Texas,Houston,1/1/2020,7/9/2011,Medium,SMS
DS-13180,David Smith,Central,Texas,Houston,1/1/2020,4/28/2011,Low,Email
TH-21550,Tracy Hopkins,East,Massachusetts,Everett,1/1/2020,4/5/2011,High,Phone
RM-19675,Robert Marley,West,California,Los Angeles,1/1/2020,11/14/2011,Medium,SMS
SF-20965,Sylvia Foulston,East,Delaware,Wilmington,1/1/2020,10/21/2011,Low,Email
SO-20335,Sean O'Donnell,South,Tennessee,Columbia,1/1/2020,10/11/2012,Medium,Phone
CK-12760,Cyma Kinney,East,New York,New York City,1/1/2020,2/8/2011,Medium,Phone
GA-14725,Guy Armstrong,Central,Michigan,Mount Pleasant,1/1/2020,2/12/2011,Low,SMS
BD-11725,Bruce Degenhardt,West,California,San Francisco,1/1/2020,7/3/2012,Low,Phone
DS-13180,David Smith,West,California,San Francisco,1/1/2020,4/28/2011,High,SMS
BS-11380,Bill Stewart,West,California,San Francisco,1/1/2020,11/29/2011,High,Phone
JF-15565,Jill Fjeld,South,Virginia,Newport News,1/1/2020,10/11/2011,Medium,Email
HA-14905,Helen Abelman,West,Colorado,Fort Collins,1/1/2020,6/30/2011,High,SMS
Co-12640,Corey-Lock,West,Washington,Seattle,1/1/2020,6/20/2011,High,Email
BC-11125,Becky Castell,East,New York,New York City,1/1/2020,7/6/2011,Low,Phone
EB-13840,Ellis Ballard,South,Virginia,Richmond,1/1/2020,5/30/2011,High,Phone
DB-13360,Dennis Bolton,East,New York,New York City,1/1/2020,11/19/2011,High,SMS
KB-16585,Ken Black,West,Washington,Seattle,1/1/2020,4/4/2011,High,Phone
AH-10120,Adrian Hane,West,California,San Francisco,1/1/2020,7/18/2011,Medium,Phone
GH-14410,Gary Hansen,East,New Jersey,Perth Amboy,1/1/2020,7/9/2011,High,Email
KT-16480,Kean Thornton,West,California,San Francisco,1/1/2020,3/10/2011,Low,Email
KH-16330,Katharine Harms,Central,Illinois,Freeport,1/1/2020,4/1/2011,Medium,Phone
SV-20785,Stewart Visinsky,East,Pennsylvania,Philadelphia,1/1/2020,4/12/2011,High,SMS
PO-18850,Patrick O'Brill,South,Florida,Jacksonville,1/1/2020,11/2/2011,Medium,SMS
AC-10450,Amy Cox,South,Florida,Pembroke Pines,1/1/2020,10/31/2011,Medium,SMS
DB-13555,Dorothy Badders,Central,Texas,Fort Worth,1/1/2020,4/21/2011,Low,SMS
AG-10270,Alejandro Grove,East,Pennsylvania,Philadelphia,1/1/2020,5/13/2011,Medium,Phone
JF-15295,Jason Fortune-,West,Utah,Logan,1/1/2020,3/14/2011,High,SMS
RE-19450,Richard Eichhorn,East,New York,Auburn,1/1/2020,6/3/2011,Low,Phone
MV-18190,Mike Vittorini,South,North Carolina,Raleigh,1/1/2020,1/31/2011,Low,Email
GB-14530,George Bell,East,Pennsylvania,Philadelphia,1/1/2020,4/28/2011,High,Phone
HL-15040,Hunter Lopez,Central,Indiana,Richmond,1/1/2020,1/21/2011,Medium,Email
BP-11155,Becky Pak,East,Pennsylvania,Lancaster,1/1/2020,6/4/2012,Medium,Phone
CT-11995,Carol Triggs,West,Arizona,Tucson,1/1/2020,5/7/2011,Low,Phone
JL-15835,John Lee,Central,Michigan,Detroit,1/1/2020,4/18/2011,High,SMS
JK-16120,Julie Kriz,Central,Texas,Austin,1/1/2020,11/2/2011,High,SMS
DH-13075,Dave Hallsten,Central,Texas,Houston,1/1/2020,11/21/2011,Medium,SMS
AG-10900,Arthur Gainer,East,Connecticut,Waterbury,1/1/2020,7/23/2011,Low,Email
JO-15280,Jas O'Carroll,East,Pennsylvania,Philadelphia,1/1/2020,3/31/2011,High,SMS
EJ-13720,Ed Jacobs,Central,Texas,Huntsville,1/1/2020,1/28/2011,Medium,Phone
AB-10105,Adrian Barton,West,Oregon,Portland,1/1/2020,12/20/2011,Low,Email
LT-16765,Larry Tron,West,Colorado,Louisville,1/1/2020,9/1/2011,Medium,Email
CM-12655,Corinna Mitchell,West,Washington,Seattle,1/1/2020,3/19/2012,High,Email
EM-13960,Eric Murdock,East,Maryland,Baltimore,1/1/2020,10/1/2012,High,Email
DJ-13420,Denny Joy,West,California,San Francisco,1/1/2020,12/8/2011,Medium,Email
DE-13255,Deanra Eno,West,California,Los Angeles,1/1/2020,8/22/2011,High,SMS
NR-18550,Nick Radford,Central,Illinois,Aurora,1/1/2020,6/7/2011,Medium,SMS
CK-12325,Christine Kargatis,West,Washington,Seattle,1/1/2020,3/14/2011,Medium,Phone
JF-15490,Jeremy Farry,South,Georgia,Athens,1/1/2020,10/19/2011,Low,SMS
LB-16795,Laurel Beltran,South,Florida,Apopka,1/1/2020,4/23/2011,Low,Phone
MP-18175,Mike Pelletier,East,New York,New York City,1/1/2020,3/28/2011,High,Phone
LH-16900,Lena Hernandez,West,California,San Francisco,1/1/2020,8/19/2011,Low,Email
SV-20935,Susan Vittorini,Central,Texas,Dallas,1/1/2020,3/20/2013,Medium,SMS
RB-19435,Richard Bierner,West,California,San Diego,1/1/2020,3/11/2011,High,Email
Dl-13600,Dorris liebe,East,New York,New York City,1/1/2020,3/30/2011,High,Email
PS-19045,Penelope Sewall,East,Maine,Lewiston,1/1/2020,12/20/2011,Medium,Email
GT-14755,Guy Thornton,West,California,Long Beach,1/1/2020,2/18/2012,Low,Phone
CS-12355,Christine Sundaresam,West,Washington,Seattle,1/1/2020,8/15/2011,Low,Email
JD-16060,Julia Dunbar,Central,Minnesota,Rochester,1/1/2020,9/24/2011,Low,Email
TS-21160,Theresa Swint,West,California,San Francisco,1/1/2020,4/23/2011,Low,Phone
BV-11245,Benjamin Venier,West,Washington,Seattle,1/1/2020,3/26/2012,Medium,SMS
DL-13495,Dionis Lloyd,West,Washington,Spokane,1/1/2020,12/25/2012,Low,Phone
EB-13870,Emily Burns,South,Tennessee,Franklin,1/1/2020,5/5/2011,High,Phone
ES-14020,Erica Smith,South,Tennessee,Jackson,1/1/2020,9/20/2011,High,Phone
JB-15925,Joni Blumstein,Central,Texas,Austin,1/1/2020,12/5/2011,High,Phone
SC-20380,Shahid Collister,South,Florida,Pembroke Pines,1/1/2020,3/1/2011,Low,Phone
TC-21475,Tony Chapman,Central,Illinois,Danville,1/1/2020,11/22/2011,Low,SMS
NR-18550,Nick Radford,West,California,Chula Vista,1/1/2020,6/7/2011,Low,SMS
DB-13270,Deborah Brumfield,East,New York,New York City,1/1/2020,2/5/2011,High,SMS
NS-18640,Noel Staavos,Central,Texas,San Antonio,1/1/2020,6/25/2011,Low,Phone
CS-11860,Cari Schnelling,South,North Carolina,Jacksonville,1/1/2020,5/2/2011,Medium,SMS
AC-10450,Amy Cox,West,Arizona,Avondale,1/1/2020,10/31/2011,High,SMS
CM-12385,Christopher Martinez,Central,Illinois,Chicago,1/1/2020,3/16/2012,Medium,SMS
EK-13795,Eileen Kiefer,West,California,Escondido,1/1/2020,3/18/2011,Medium,SMS
CK-12760,Cyma Kinney,East,New York,Long Beach,1/1/2020,2/8/2011,High,Email
PK-19075,Pete Kriz,East,Delaware,Newark,1/1/2020,11/11/2011,Medium,Phone
MH-18025,Michelle Huthwaite,East,New York,Buffalo,1/1/2020,7/8/2011,High,Phone
GB-14575,Giulietta Baptist,Central,Kansas,Wichita,1/1/2020,6/12/2012,High,Email
IM-15070,Irene Maddox,West,Colorado,Colorado Springs,1/1/2020,12/19/2011,Medium,SMS
MM-18055,Michelle Moray,East,New York,New York City,1/1/2020,4/11/2011,High,SMS
MF-18250,Monica Federle,West,California,Los Angeles,1/1/2020,9/15/2011,High,SMS
CK-12595,Clytie Kelty,South,Georgia,Marietta,1/1/2020,12/26/2011,Medium,Phone
MK-17905,Michael Kennedy,South,Florida,Jacksonville,1/1/2020,11/18/2011,Medium,Phone
MH-17455,Mark Hamilton,East,Pennsylvania,Philadelphia,1/1/2020,7/11/2011,Medium,SMS
NG-18430,Nathan Gelder,West,California,Los Angeles,1/1/2020,11/24/2011,Medium,SMS
PB-19210,Phillip Breyer,East,Pennsylvania,Philadelphia,1/1/2020,11/23/2011,Medium,SMS
RE-19450,Richard Eichhorn,Central,Wisconsin,Eau Claire,1/1/2020,6/3/2011,Low,SMS
TB-21625,Trudy Brown,West,California,Los Angeles,1/1/2020,8/6/2011,High,SMS
MG-17695,Maureen Gnade,East,Pennsylvania,Philadelphia,1/1/2020,12/26/2011,High,SMS
LW-17125,Liz Willingham,East,Connecticut,Norwich,1/1/2020,9/11/2011,Low,SMS
PF-19120,Peter Fuller,Central,Texas,San Antonio,1/1/2020,5/5/2011,Medium,SMS
NZ-18565,Nick Zandusky,West,Arizona,Yuma,1/1/2020,8/2/2011,High,Email
JE-15610,Jim Epp,West,California,Los Angeles,1/1/2020,10/14/2011,Low,Phone
JO-15145,Jack O'Briant,South,Kentucky,Richmond,1/1/2020,1/7/2011,Low,Phone
TT-21220,Thomas Thornton,East,New York,New York City,1/1/2020,9/23/2011,High,Phone
MS-17365,Maribeth Schnelling,Central,Wisconsin,Wausau,1/1/2020,9/9/2011,Medium,Email
MP-18175,Mike Pelletier,West,California,San Francisco,1/1/2020,3/28/2011,Medium,Email
FH-14350,Fred Harton,East,Ohio,Dublin,1/1/2020,8/23/2012,Medium,Email
SC-20050,Sample Company A,South,Kentucky,Henderson,1/1/2020,3/18/2011,Low,Phone
NM-18520,Neoma Murray,East,Ohio,Bowling Green,1/1/2020,9/8/2012,High,Phone
JO-15280,Jas O'Carroll,South,Tennessee,Memphis,1/1/2020,3/31/2011,High,Phone
CC-12475,Cindy Chapman,East,New Jersey,Lakewood,1/1/2020,5/16/2011,Low,Email
MZ-17515,Mary Zewe,West,California,Los Angeles,1/1/2020,4/4/2011,High,SMS
MS-17830,Melanie Seite,East,New York,Rochester,1/1/2020,1/10/2011,Low,SMS
GK-14620,Grace Kelly,West,Oregon,Salem,1/1/2020,6/25/2011,Medium,Phone
MC-17275,Marc Crier,West,Washington,Pasco,1/1/2020,9/8/2011,High,SMS
LH-17155,Logan Haushalter,West,California,Oakland,1/1/2020,12/12/2011,Low,Phone
SS-20140,Saphhira Shifley,Central,Illinois,Oak Park,1/1/2020,11/23/2011,High,SMS
GK-14620,Grace Kelly,East,New Jersey,Morristown,1/1/2020,6/25/2011,Medium,Email
GM-14455,Gary Mitchum,Central,Texas,Austin,1/1/2020,4/11/2011,Medium,SMS
SH-19975,Sally Hughsby,East,New York,New York City,1/1/2020,12/10/2011,High,Phone
SC-20725,Steven Cartwright,East,New York,New York City,1/1/2020,6/3/2011,Low,Phone
TT-21070,Ted Trevino,West,Washington,Seattle,1/1/2020,5/18/2011,Medium,Phone
SC-20440,Shaun Chance,East,Pennsylvania,Lancaster,1/1/2020,8/17/2012,Medium,Phone
KL-16645,Ken Lonsdale,Central,Texas,Houston,1/1/2020,7/25/2011,Medium,Email
KN-16390,Katherine Nockton,East,Ohio,Columbus,1/1/2020,12/2/2011,High,Phone
SL-20155,Sara Luxemburg,South,North Carolina,Durham,1/1/2020,9/21/2011,Low,Email
PW-19240,Pierre Wener,South,Florida,Pensacola,1/1/2020,11/18/2011,Low,SMS
TB-21175,Thomas Boland,South,Kentucky,Henderson,1/1/2020,12/8/2011,Medium,Phone
AH-10210,Alan Hwang,West,California,Anaheim,1/1/2020,11/29/2011,Medium,Email
SC-20695,Steve Chapman,Central,Michigan,Detroit,1/1/2020,12/16/2011,High,Email
RF-19345,Randy Ferguson,South,Georgia,Marietta,1/1/2020,5/20/2011,Medium,Email
EH-13765,Edward Hooks,West,Washington,Seattle,1/1/2020,4/12/2011,High,Phone
AC-10660,Anna Chung,East,Ohio,Parma,1/1/2020,10/15/2011,Low,SMS
SG-20470,Sheri Gordon,West,Oregon,Gresham,1/1/2020,7/26/2011,Low,Phone
CA-12310,Christine Abelman,West,California,Anaheim,1/1/2020,7/19/2011,High,Phone
MC-17605,Matt Connell,Central,Texas,Houston,1/1/2020,3/19/2011,Low,SMS
JE-15610,Jim Epp,East,New Hampshire,Concord,1/1/2020,10/14/2011,High,Email
MS-17530,MaryBeth Skach,East,Ohio,Fairfield,1/1/2020,11/4/2011,Low,Phone
BH-11710,Brosina Hoffman,South,Tennessee,Johnson City,1/1/2020,6/9/2011,Medium,SMS
MB-17305,Maria Bertelson,Central,Texas,League City,1/1/2020,8/8/2011,High,Phone
BM-11575,Brendan Murry,East,Maryland,Gaithersburg,1/1/2020,9/15/2012,Low,SMS
SC-20575,Sonia Cooley,Central,Illinois,Chicago,1/1/2020,6/16/2011,High,Email
MH-18115,Mick Hernandez,South,Alabama,Huntsville,1/1/2020,8/24/2013,Low,Email
AR-10345,Alex Russell,East,Massachusetts,Lawrence,1/1/2020,12/30/2011,Low,Phone
MO-17500,Mary O'Rourke,Central,Illinois,Chicago,1/1/2020,11/28/2011,Medium,SMS
AD-10180,Alan Dominguez,East,Connecticut,Fairfield,1/1/2020,11/19/2011,Medium,Phone
KD-16345,Katherine Ducich,East,New York,New York City,1/1/2020,9/2/2011,Low,Phone
FM-14215,Filia McAdams,West,Washington,Seattle,1/1/2020,3/11/2011,Medium,Email
ZC-21910,Zuschuss Carroll,West,Colorado,Aurora,1/1/2020,10/13/2011,High,SMS
KS-16300,Karen Seio,West,Utah,Lehi,1/1/2020,1/13/2012,Medium,Phone
DP-13390,Dennis Pardue,South,Alabama,Tuscaloosa,1/1/2020,7/5/2011,Low,SMS
BD-11605,Brian Dahlen,West,California,San Francisco,1/1/2020,1/14/2011,Medium,Phone
IL-15100,Ivan Liston,East,Delaware,Wilmington,1/1/2020,8/1/2011,Medium,Email
LP-17095,Liz Preis,Central,Indiana,Lafayette,1/1/2020,6/7/2013,Low,SMS
JH-15985,Joseph Holt,West,California,Redondo Beach,1/1/2020,8/9/2011,Medium,Email
JD-16015,Joy Daniels,West,Washington,Seattle,1/1/2020,10/4/2011,Medium,Email
DL-13330,Denise Leinenbach,East,New York,New York City,1/1/2020,6/23/2011,Low,Email
NC-18415,Nathan Cano,Central,Michigan,Royal Oak,1/1/2020,5/3/2011,High,Email
AS-10225,Alan Schoenberger,West,California,San Francisco,1/1/2020,10/18/2011,Low,Phone
MS-17980,Michael Stewart,East,New York,New York City,1/1/2020,6/30/2011,High,SMS
TS-21205,Thomas Seio,West,Nevada,North Las Vegas,1/1/2020,3/21/2011,Medium,SMS
JK-15730,Joe Kamberova,Central,Texas,Carrollton,1/1/2020,11/18/2011,Low,Phone
TC-21535,Tracy Collins,West,California,Los Angeles,1/1/2020,11/3/2011,Medium,SMS
AB-10015,Aaron Bergman,West,Washington,Seattle,1/1/2020,2/19/2011,Medium,Email
DP-13000,Darren Powers,South,Florida,Fort Lauderdale,1/1/2020,1/4/2011,Medium,SMS
CY-12745,Craig Yedwab,South,Tennessee,Columbia,1/1/2020,12/12/2011,Medium,Email
BE-11455,Brad Eason,East,Rhode Island,Providence,1/1/2020,8/2/2012,Low,Phone
KL-16555,Kelly Lampkin,South,Florida,Jacksonville,1/1/2020,6/15/2011,Medium,Phone
PS-19045,Penelope Sewall,West,California,Oceanside,1/1/2020,12/20/2011,Low,Email
JR-16210,Justin Ritter,South,Florida,Jacksonville,1/1/2020,9/18/2012,High,Phone
AH-10210,Alan Hwang,East,New York,New York City,1/1/2020,11/29/2011,Medium,Email
RW-19630,Rob Williams,Central,Illinois,Chicago,1/1/2020,6/28/2011,High,Email
AH-10075,Adam Hart,West,California,Huntington Beach,1/1/2020,11/16/2011,High,SMS
IM-15070,Irene Maddox,West,California,San Diego,1/1/2020,12/19/2011,High,Phone
CK-12760,Cyma Kinney,South,Tennessee,Nashville,1/1/2020,2/8/2011,Low,Phone
AG-10390,Allen Goldenen,East,New York,New York City,1/1/2020,4/19/2011,High,SMS
CL-12700,Craig Leslie,West,Colorado,Colorado Springs,1/1/2020,4/25/2013,Low,Phone
AW-10930,Arthur Wiediger,West,California,San Francisco,1/1/2020,7/14/2011,High,Email
